id,name,batch,type,address,publish,age,location
4-195,德格印经院,第四批,古建筑,四川省德格县,文物保护单位,清,"98.580731,31.804010"
4-196,夕佳山民居,第四批,古建筑,四川省江安县,文物保护单位,明、清,"105.107207,28.558232"
4-197,杨升庵祠及桂湖,第四批,古建筑,四川省新都县,文物保护单位,清,"104.156934,30.820547"
4-198,中心镇公堂,第四批,古建筑,云南省中甸县,文物保护单位,清,"102.703587,25.053538"
4-199,隆务寺,第四批,石窟寺及石刻,青海省同仁县,文物保护单位,明、清,"102.011264,35.508343"
4-200,伊犁将军府,第四批,石窟寺及石刻,新疆维吾尔自治区伊宁市,文物保护单位,清,"81.307671,43.925527"
4-201,森木塞姆千佛洞,第四批,石窟寺及石刻,新疆维吾尔自治区库车县,文物保护单位,晋－宋,"82.962016,41.717906"
4-202,马蹄寺石窟群,第四批,石窟寺及石刻,甘肃省肃南裕固族自治县,文物保护单位,十六国－清,"100.421346,38.485503"
4-203,灵泉寺石窟,第四批,石窟寺及石刻,河南省安阳县,文物保护单位,东魏－宋,"114.079105,36.042231"
4-204,龙山石窟,第四批,石窟寺及石刻,山西省太原市,文物保护单位,元,"112.443576,37.732299"
4-205,贺兰山岩画,第四批,石窟寺及石刻,宁夏回族自治区贺兰县,文物保护单位,,"106.012911,38.737355"
4-206,龙兴观道德经幢,第四批,石窟寺及石刻,河北省易县,文物保护单位,唐,"115.497930,39.343796"
4-207,天护陀罗尼经幢,第四批,石窟寺及石刻,河北省石家庄市,文物保护单位,唐,"114.069407,38.079747"
4-208,瑞岩弥勒造像,第四批,石窟寺及石刻,福建省福清市,文物保护单位,元,"119.470231,25.698336"
4-209,千唐志斋石刻,第四批,近现代重要史迹及代表性建筑,河南省新安县,文物保护单位,西晋－民国,"112.020981,34.738215"
4-210,草庵石刻,第四批,近现代重要史迹及代表性建筑,福建省晋江市,文物保护单位,元,"118.534667,24.770746"
4-211,天津利顺德饭店旧址,第四批,近现代重要史迹及代表性建筑,天津市和平区,文物保护单位,清－民国,"117.216278,39.120813"
4-212,南开学校旧址,第四批,近现代重要史迹及代表性建筑,天津市南开区,文物保护单位,清－民国,"117.171274,39.131692"
4-213,大连俄国建筑,第四批,近现代重要史迹及代表性建筑,辽宁省大连市,文物保护单位,清,"121.564298,38.941329"
4-214,瞿秋白故居,第四批,近现代重要史迹及代表性建筑,江苏省常州市,文物保护单位,清,"119.951696,31.780643"
4-215,马江海战炮台、烈士墓及昭忠祠,第四批,近现代重要史迹及代表性建筑,福建省福州市,文物保护单位,清,"119.452235,25.984580"
4-216,胡里山炮台,第四批,近现代重要史迹及代表性建筑,福建省厦门市,文物保护单位,清,"118.106292,24.429742"
4-217,烟台福建会馆,第四批,近现代重要史迹及代表性建筑,山东省烟台市,文物保护单位,清,"121.397214,37.538791"
4-218,青岛德国建筑,第四批,近现代重要史迹及代表性建筑,山东省青岛市,文物保护单位,清,"120.492622,36.407845"
4-219,谭嗣同故居,第四批,近现代重要史迹及代表性建筑,湖南省浏阳市,文物保护单位,清,"113.630832,28.141246"
4-220,魏源故居,第四批,近现代重要史迹及代表性建筑,湖南省隆回县,文物保护单位,清,"110.903843,27.473204"
4-221,广州沙面建筑群,第四批,近现代重要史迹及代表性建筑,广东省广州市,文物保护单位,清,"113.244666,23.106903"
4-222,康有为故居,第四批,近现代重要史迹及代表性建筑,广东省南海市,文物保护单位,清,"112.904199,23.020802"
4-223,梁启超故居,第四批,近现代重要史迹及代表性建筑,广东省新会市,文物保护单位,清,"113.266530,23.132191"
4-224,大邑刘氏庄园,第四批,近现代重要史迹及代表性建筑,四川省大邑县,文物保护单位,清、民国,"103.624573,30.504994"
4-225,纳楼长官司署,第四批,近现代重要史迹及代表性建筑,云南省建水县,文物保护单位,清,"103.010269,23.651835"
4-226,南甸宣抚司署,第四批,近现代重要史迹及代表性建筑,云南省梁河县,文物保护单位,清、民国,"98.297230,24.807408"
4-227,广州圣心大教堂,第四批,近现代重要史迹及代表性建筑,广东省广州市,文物保护单位,1888年,"113.260084,23.114570"
4-228,镇江英国领事馆旧址,第四批,近现代重要史迹及代表性建筑,江苏省镇江市,文物保护单位,1889-1890年,"119.431999,32.214321"
4-229,向警予故居,第四批,近现代重要史迹及代表性建筑,湖南省溆浦县,文物保护单位,1895年,"110.596329,27.911629"
4-230,硇州灯塔,第四批,近现代重要史迹及代表性建筑,广东省湛江市,文物保护单位,1899年,"110.556514,20.895465"
4-231,庐山会议旧址及庐山别墅建筑群,第四批,近现代重要史迹及代表性建筑,江西省九江市,文物保护单位,1902-1937年,"115.976435,29.558905"
4-232,上海外滩建筑群,第四批,近现代重要史迹及代表性建筑,上海市黄浦区、虹口区,文物保护单位,1906-1937年,"121.489789,31.238353"
4-233,张学良旧居,第四批,近现代重要史迹及代表性建筑,辽宁省沈阳市,文物保护单位,1914年,"123.457875,41.794498"
4-234,蒋氏故居,第四批,近现代重要史迹及代表性建筑,浙江省奉化市,文物保护单位,民国,"121.285309,29.682240"
4-235,李宗仁故居（包括李宗仁官邸）,第四批,近现代重要史迹及代表性建筑,广西壮族自治区临桂县、桂林市,文物保护单位,1921、1948年,"109.993870,25.162761"
4-236,李济深故居,第四批,近现代重要史迹及代表性建筑,广西壮族自治区苍梧县,文物保护单位,民国,"111.544008,23.845097"
4-237,哈尔滨颐园街一号欧式建筑,第四批,近现代重要史迹及代表性建筑,黑龙江省哈尔滨市,文物保护单位,1922年,"126.642501,45.759556"
4-238,上海邮政总局,第四批,近现代重要史迹及代表性建筑,上海市虹口区,文物保护单位,1924年,"121.485363,31.244712"
4-239,圣索菲亚教堂,第四批,近现代重要史迹及代表性建筑,黑龙江省哈尔滨市,文物保护单位,1923-1932年,"126.627180,45.770011"
4-240,哈尔滨文庙,第四批,近现代重要史迹及代表性建筑,黑龙江省哈尔滨市,文物保护单位,1926-1929年,"126.674296,45.774566"
4-241,武汉国民政府旧址,第四批,近现代重要史迹及代表性建筑,湖北省武汉市,文物保护单位,1926-1927年,"114.286740,30.575791"
4-242,湘南年关暴动指挥部旧址,第四批,近现代重要史迹及代表性建筑,湖南省宜章县,文物保护单位,1928年,"112.949697,25.398024"
4-243,右江工农民主政府旧址,第四批,近现代重要史迹及代表性建筑,广西壮族自治区田东县,文物保护单位,1929年,"107.119275,23.599853"
4-244,广州大元帅府旧址,第四批,近现代重要史迹及代表性建筑,广东省广州市,文物保护单位,民国,"113.279214,23.110031"
4-245,国立紫金山天文台旧址,第四批,近现代重要史迹及代表性建筑,江苏省南京市,文物保护单位,1931年,"118.829655,32.064948"
4-246,湘赣省委机关旧址,第四批,近现代重要史迹及代表性建筑,江西省永新县,文物保护单位,1931-1934年,"114.195218,26.977542"
4-247,闽浙赣省委机关旧址,第四批,近现代重要史迹及代表性建筑,江西省横峰县,文物保护单位,1932-1934年,"117.596452,28.407118"
4-248,红二十五军长征出发地,第四批,近现代重要史迹及代表性建筑,河南省罗山县,文物保护单位,1934年,"114.317923,31.811868"
4-249,会宁红军会师旧址,第四批,近现代重要史迹及代表性建筑,甘肃省会宁县,文物保护单位,1936年,"105.052455,35.691103"
4-250,晋察冀边区政府及军区司令部旧址,第四批,近现代重要史迹及代表性建筑,河北省阜平县,文物保护单位,1938-1948年,"114.176216,38.732015"
4-251,南岳忠烈祠,第四批,近现代重要史迹及代表性建筑,湖南省衡阳市,文物保护单位,1938-1942年,"112.717956,27.265321"
4-252,八路军桂林办事处旧址,第四批,近现代重要史迹及代表性建筑,广西壮族自治区桂林市,文物保护单位,1938年,"110.299028,25.287250"
4-253,晋绥边区政府及军区司令部旧址,第四批,近现代重要史迹及代表性建筑,山西省兴县,文物保护单位,1939年,"111.040297,38.473178"
4-254,八路军一二九师司令部旧址,第四批,近现代重要史迹及代表性建筑,河北省涉县,文物保护单位,1940年,"113.635548,36.587023"
4-255,八路军前方总部旧址,第四批,近现代重要史迹及代表性建筑,山西省左权县,文物保护单位,1941-1943年,"113.379372,37.082681"
4-256,八路军一一五师司令部旧址,第四批,近现代重要史迹及代表性建筑,山东省莒南县,文物保护单位,1941-1945年,"118.835163,35.174846"
4-257,新四军五师司令部旧址,第四批,近现代重要史迹及代表性建筑,湖北省大悟县,文物保护单位,1942-1945年,"114.206899,31.429621"
4-258,国殇墓园,第四批,近现代重要史迹及代表性建筑,云南省腾冲县,文物保护单位,1945年,"98.481573,25.026568"
4-259,中国共产党代表团办事处旧址（梅园新村）,第四批,近现代重要史迹及代表性建筑,江苏省南京市,文物保护单位,1946-1947年,"118.802152,32.043978"
4-260,渡江战役总前委旧址,第四批,近现代重要史迹及代表性建筑,安徽省肥东县,文物保护单位,1949年,"117.456632,31.842545"
4-261,泸州大曲老窖池,第四批,其他,四川省泸州市,文物保护单位,明,"106.270990,27.877884"
4-262,延一井旧址,第四批,其他,陕西省延长县,文物保护单位,清,"110.012334,36.579313"
5-1,金中都水关遗址,第五批,古遗址,北京市丰台区,文物保护单位,金,"116.358706,39.862489"
5-2,黑城遗址,第五批,,内蒙古自治区额济纳旗,合并项目,西夏至元,"101.145606,41.766298"
5-3,泥河湾遗址群,第五批,古遗址,河北省阳原县,文物保护单位,旧石器时代,"114.150899,40.100550"
5-4,采石场遗址,第五批,,吉林省集安市,合并项目,汉至魏、晋,"126.194031,41.125307"
5-5,国内城,第五批,,吉林省集安市,合并项目,汉至魏、晋,"126.194031,41.125307"
5-6,南庄头遗址,第五批,古遗址,河北省徐水县,文物保护单位,新石器时代,"115.657750,39.111680"
5-7,西寨遗址,第五批,古遗址,河北省迁西县,文物保护单位,新石器时代,"118.466936,40.164613"
5-8,高岭瓷工矿遗址,第五批,,江西省浮粱县,合并项目,元至清,"116.064670,28.093368"
5-9,兆伦铸钱遗址,第五批,,陕西省户县,合并项目,汉,"109.117987,34.521118"
5-10,代王城遗址,第五批,古遗址,河北省蔚县,文物保护单位,春秋至汉,"114.675246,39.897392"
5-11,怀陵及奉陵邑,第五批,,内蒙古自治区巴林右旗,合并项目,辽,"118.665180,43.534414"
5-12,井陉窑遗址,第五批,古遗址,河北省井陉县,文物保护单位,隋至清,"114.145240,38.032148"
5-13,元中都遗址,第五批,古遗址,河北省张北县,文物保护单位,元,"114.628193,41.288736"
5-14,长川古墓群,第五批,,吉林省集安市,合并项目,汉至魏、晋,"126.045440,41.031171"
5-15,交河故城沟西沟北墓地及雅尔湖石窟,第五批,,新疆维吾尔自治区吐鲁番市,合并项目,汉至唐,"89.065570,42.953838"
5-16,柿子滩遗址,第五批,古遗址,山西省吉县,文物保护单位,旧石器时代,"110.582218,36.089940"
5-17,东下冯遗址,第五批,古遗址,山西省夏县,文物保护单位,新石器时代至商,"111.311154,35.254435"
5-18,骆驼城墓群,第五批,,甘肃省高台县,合并项目,汉至唐,"99.589032,39.356822"
5-19,绛州三楼,第五批,,山西省新绛县,合并项目,明,"111.224778,35.616288"
5-20,晋阳古城遗址,第五批,古遗址,山西省太原市,文物保护单位,春秋至五代,"112.494033,37.741400"
5-21,蒲津渡与蒲州故城遗址,第五批,古遗址,山西省永济市,文物保护单位,唐至明,"110.292516,34.845013"
5-22,泰宁尚书第建筑群,第五批,,福建省泰宁县,合并项目,明、清,"117.175740,26.900259"
5-23,曲回寺石像冢,第五批,古遗址,山西省灵丘县,文物保护单位,唐,"114.063033,39.189264"
5-24,苏州文庙,第五批,,江苏省苏州市,合并项目,明,"120.623381,31.295298"
5-25,萨拉乌苏遗址,第五批,古遗址,内蒙古自治区乌审旗,文物保护单位,旧石器时代,"108.514318,37.722133"
5-26,赵家村汉阙、王家坪汉阙、蒲家湾汉阙,第五批,,四川省渠县,合并项目,汉,"108.051219,31.679790"
5-27,水宁寺摩崖造像、西龛北龛摩崖造像,第五批,,四川省巴中市,合并项目,隋至宋,"106.767961,31.874520"
5-28,岱海遗址群,第五批,古遗址,内蒙古自治区凉城县,文物保护单位,新石器时代,"112.687831,40.658263"
5-29,庙子沟遗址,第五批,古遗址,内蒙古自治区察哈尔右翼前旗,文物保护单位,新石器时代,"113.363273,40.758297"
5-30,清源山石造像群,第五批,,福建省泉州市,合并项目,宋至元,"118.595172,24.941035"
5-31,庐山河东路175号别墅,第五批,,江西省九江市,合并项目,近代,"115.983939,29.565037"
5-32,架子山遗址群,第五批,古遗址,内蒙古自治区喀喇沁旗,文物保护单位,青铜时代,"118.701938,41.927364"
5-33,廖仲恺、何香凝墓，邓演达墓，谭延闿墓，国民革命军阵亡将士公墓,第五批,,江苏省南京市,合并项目,1931年至1935年,"118.867039,32.054058"
5-34,大井古铜矿遗址,第五批,古遗址,内蒙古自治区林西县,文物保护单位,青铜时代,"118.273011,43.684269"
5-35,张謇墓,第五批,,江苏省南通市,合并项目,1926年,"120.907245,31.965635"
5-36,城子山遗址,第五批,古遗址,内蒙古自治区敖汉旗,文物保护单位,青铜时代,"119.842260,42.485819"
5-37,和林格尔土城子遗址,第五批,古遗址,内蒙古自治区和林格尔县,文物保护单位,汉至唐,"111.797478,40.443276"
5-38,中共代表团驻地旧址,第五批,,重庆市渝中区,合并项目,1945年至1946年,"106.548857,29.556679"
5-39,《新华日报》营业部旧址,第五批,,重庆市渝中区,合并项目,1940年至1946年,"106.570964,29.557768"
5-40,黑山头城址,第五批,古遗址,内蒙古自治区额尔古纳市,文物保护单位,金、元,"119.541564,50.220851"
5-41,金界壕遗址,第五批,古遗址,内蒙古自治区呼伦贝尔盟、兴安盟、通辽市、赤峰市、乌兰察布盟、包头市，黑龙江省甘南县、龙江县、齐齐哈尔市,文物保护单位,金,"123.205323,47.338665"
5-42,秦氏支祠,第五批,,浙江省宁波市,合并项目,近代,"121.539734,29.870314"
5-43,嘉兴南湖中共“一大”会址,第五批,,浙江省嘉兴市,合并项目,1921年,"120.760403,30.753952"
5-44,应昌路故城遗址,第五批,古遗址,内蒙古自治区克什克腾旗,文物保护单位,元,"116.468370,43.256750"
5-45,福建土楼,第五批,,福建省永定县、南靖县、平和县,合并项目,清至近代,"116.839431,24.794009"
5-46,海城仙人洞遗址,第五批,古遗址,辽宁省海城市,文物保护单位,旧石器时代,"122.685217,40.882377"
5-47,新乐遗址,第五批,古遗址,辽宁省沈阳市,文物保护单位,新石器时代,"123.415323,41.847048"
5-48,东山嘴遗址,第五批,古遗址,辽宁省喀喇沁左翼蒙古族自治县,文物保护单位,新石器时代,"119.797662,41.124438"
5-49,汉书遗址,第五批,古遗址,吉林省大安市,文物保护单位,青铜时代,"124.022746,45.697848"
5-50,西团山遗址,第五批,古遗址,吉林省吉林市,文物保护单位,青铜时代,"126.549572,43.837883"
5-51,万发拨子遗址,第五批,古遗址,吉林省通化市,文物保护单位,战国至晋,"125.935306,41.695550"
5-52,二龙湖古城遗址,第五批,古遗址,吉林省梨树县,文物保护单位,战国,"124.794094,43.192097"
5-53,罗通山城,第五批,古遗址,吉林省柳河县,文物保护单位,汉至魏、晋,"126.014129,42.387994"
5-54,八连城遗址,第五批,古遗址,吉林省珲春市,文物保护单位,唐、五代,"130.273487,42.852548"
5-55,宝山一六道沟冶铜,第五批,古遗址,吉林省临江市遗址,文物保护单位,唐、五代,"127.311137,41.690780"
5-56,塔虎城,第五批,古遗址,吉林省前郭尔罗斯蒙古族自治县,文物保护单位,辽、金,"124.335445,45.416376"
5-57,三江平原汉魏时期遗址,第五批,古遗址,黑龙江省佳木斯市、双鸭山市、友谊县、宝清县、富锦市,文物保护单位,汉、魏,"132.636453,47.247272"
5-58,奥里米城址,第五批,古遗址,黑龙江省绥滨县,文物保护单位,金,"131.852759,47.289116"
5-59,八里城遗址,第五批,古遗址,黑龙江省肇东市,文物保护单位,金,"125.859805,45.681335"
5-60,福泉山遗址,第五批,古遗址,上海市青浦区,文物保护单位,新石器时代,"121.177233,31.200292"
5-61,龙虬庄遗址,第五批,古遗址,江苏省高邮市,文物保护单位,新石器时代,"119.512930,32.829804"
5-62,罗家角遗址,第五批,古遗址,浙江省桐乡市,文物保护单位,新石器时代,"120.466476,30.628888"
5-63,马家浜遗址,第五批,古遗址,浙江省嘉兴市,文物保护单位,新石器时代,"120.705435,30.701051"
5-64,下菰城遗址,第五批,古遗址,浙江省湖州市,文物保护单位,春秋,"120.108896,30.781005"
5-65,临安城遗址,第五批,古遗址,浙江省杭州市,文物保护单位,南宋,"120.169795,30.232763"
5-66,铁店窑遗址,第五批,古遗址,浙江省金华市,文物保护单位,宋、元,"119.508173,28.993789"
5-67,陈山遗址,第五批,古遗址,安徽省宣城市,文物保护单位,旧石器时代,"118.758816,30.940718"
5-68,凌家滩遗址,第五批,古遗址,安徽省含山县,文物保护单位,新石器时代,"118.056224,31.455945"
5-69,尉迟寺遗址,第五批,古遗址,安徽省蒙城县,文物保护单位,新石器时代,"116.757388,33.350927"
5-70,寿春城遗址,第五批,古遗址,安徽省寿县,文物保护单位,战国,"116.824356,32.575324"
5-71,寿州窑遗址,第五批,古遗址,安徽省淮南市,文物保护单位,南朝至唐,"117.155978,32.725322"
5-72,柳孜运河码头遗址,第五批,古遗址,安徽省濉溪县,文物保护单位,唐至宋,"116.766299,33.915477"
5-73,繁昌窑遗址,第五批,古遗址,安徽省繁昌县,文物保护单位,宋,"118.164716,31.082066"
5-74,万寿岩遗址,第五批,古遗址,福建省三明市,文物保护单位,旧石器时代,"117.454135,26.272429"
5-75,昙石山遗址,第五批,古遗址,福建省闽侯县,文物保护单位,新石器时代至商、周,"119.155844,26.143620"
5-76,建窑遗址,第五批,古遗址,福建省建阳市,文物保护单位,唐至宋,"118.350630,27.415230"
5-77,仙人洞、吊桶环遗址,第五批,古遗址,江西省万年县,文物保护单位,新石器时代,"117.058445,28.694582"
5-78,筑卫城遗址,第五批,古遗址,江西省樟树市,文物保护单位,新石器时代至东周,"115.612650,28.033851"
5-79,铜岭铜矿遗址,第五批,古遗址,江西省瑞昌市,文物保护单位,商、周,"115.546127,29.746836"
5-80,吉州窑遗址,第五批,古遗址,江西省吉安县,文物保护单位,宋、元,"115.016410,27.027222"
5-81,西河遗址,第五批,古遗址,山东省章丘市,文物保护单位,新石器时代,"117.526228,36.681258"
5-82,桐林遗址,第五批,古遗址,山东省淄博市,文物保护单位,新石器时代,"118.249191,36.903020"
5-83,丁公遗址,第五批,古遗址,山东省邹平县,文物保护单位,新石器时代,"117.847919,36.945840"
5-84,景阳岗遗址,第五批,古遗址,山东省阳谷县,文物保护单位,新石器时代,"115.982830,36.087853"
5-85,安邱固堆遗址,第五批,古遗址,山东省菏泽市,文物保护单位,新石器时代至商,"115.418278,35.252354"
5-86,即墨故城遗址,第五批,古遗址,山东省平度市,文物保护单位,东周至北齐,"120.266881,36.699961"
5-87,裴李岗遗址,第五批,古遗址,河南省新郑市,文物保护单位,新石器时代,"113.656635,34.436399"
5-88,贾湖遗址,第五批,古遗址,河南省舞阳县,文物保护单位,新石器时代,"113.667436,33.612842"
5-89,八里岗遗址,第五批,古遗址,河南省邓州市,文物保护单位,新石器时代,"112.141723,32.688429"
5-90,北阳平遗址,第五批,古遗址,河南省灵宝市,文物保护单位,新石器时代,"110.669670,34.518648"
5-91,庙底沟遗址,第五批,古遗址,河南省三门峡市,文物保护单位,新石器时代,"111.167220,34.769825"
5-92,大河村遗址,第五批,古遗址,河南省郑州市,文物保护单位,新石器时代,"113.700607,34.841624"
5-93,孟庄遗址,第五批,古遗址,河南省辉县市,文物保护单位,新石器时代至商、周,"113.839435,35.424264"
5-94,古城寨城址,第五批,古遗址,河南省新密市,文物保护单位,新石器时代,"113.654333,34.461619"
5-95,府城遗址,第五批,古遗址,河南省焦作市,文物保护单位,商,"113.206696,35.197159"
5-96,番国故城遗址,第五批,古遗址,河南省固始县,文物保护单位,东周,"115.667380,32.193218"
5-97,城阳城址,第五批,古遗址,河南省信阳市,文物保护单位,东周,"114.083041,32.316127"
5-98,古荥冶铁遗址,第五批,古遗址,河南省郑州市,文物保护单位,汉,"113.533704,34.875628"
5-99,黄冶三彩窑址,第五批,古遗址,河南省巩义市,文物保护单位,唐,"113.022497,34.747834"
5-100,清凉寺汝官窑遗址,第五批,古遗址,河南省宝丰县,文物保护单位,宋,"112.863393,33.926044"
5-101,鹿邑太清宫遗址,第五批,古遗址,河南省鹿邑县,文物保护单位,宋、金,"115.582059,33.810327"
5-102,学堂梁子遗址,第五批,古遗址,湖北省郧县,文物保护单位,旧石器时代,"110.586133,32.834882"
5-103,关庙山遗址,第五批,古遗址,湖北省枝江市,文物保护单位,新石器时代,"111.836576,30.508448"
5-104,门板湾遗址,第五批,古遗址,湖北省应城市,文物保护单位,新石器时代,"113.562806,30.940176"
5-105,走马岭遗址,第五批,古遗址,湖北省石首市,文物保护单位,新石器时代,"112.524604,29.660227"
5-106,阴湘城遗址,第五批,古遗址,湖北省荆州市,文物保护单位,新石器时代,"112.046600,30.497410"
5-107,磨盘山遗址,第五批,古遗址,湖北省当阳市,文物保护单位,东周,"111.996250,30.682991"
5-108,龙湾遗址,第五批,古遗址,湖北省潜江市,文物保护单位,东周,"112.715329,30.229063"
5-109,鄂王城城址,第五批,古遗址,湖北省大冶市,文物保护单位,东周,"114.550824,29.990550"
5-110,季家湖城址,第五批,古遗址,湖北省宜昌市,文物保护单位,东周,"111.286471,30.691967"
5-111,楚皇城城址,第五批,古遗址,湖北省宜城市,文物保护单位,东周至秦、汉,"112.318807,31.655737"
5-112,湖泗瓷窑址群,第五批,古遗址,湖北省武汉市,文物保护单位,五代至明,"114.472333,30.004571"
5-113,玉虚宫遗址,第五批,古遗址,湖北省丹江口市,文物保护单位,明,"111.513127,32.540157"
5-114,玉蟾岩遗址,第五批,古遗址,湖南省道县,文物保护单位,新石器时代,"111.481157,25.578829"
5-115,彭头山遗址,第五批,古遗址,湖南省澧县,文物保护单位,新石器时代,"111.663119,29.675800"
5-116,八十档遗址,第五批,古遗址,湖南省澧县,文物保护单位,新石器时代,"111.758702,29.633237"
5-117,老司城遗址,第五批,古遗址,湖南省永顺县,文物保护单位,五代至清,"109.976571,28.994077"
5-118,石峡遗址,第五批,古遗址,广东省曲江县,文物保护单位,新石器时代,"113.266530,23.132191"
5-119,莲花山古采石场,第五批,古遗址,广东省广州市,文物保护单位,西汉至清,"113.504336,22.979194"
5-120,笔架山潮州窑遗址,第五批,古遗址,广东省潮州市,文物保护单位,宋,"116.658194,23.662590"
5-121,落笔洞遗址,第五批,古遗址,海南省三亚市,文物保护单位,旧石器时代,"109.547812,18.330333"
5-122,百谷和高岭坡遗址,第五批,古遗址,广西壮族自治区百色市、田东县,文物保护单位,旧石器时代,"107.113081,23.602657"
5-123,甑皮岩遗址,第五批,古遗址,广西壮族自治区桂林市,文物保护单位,新石器时代,"110.284417,25.212688"
5-124,顶蛳山遗址,第五批,古遗址,广西壮族自治区邕宁县,文物保护单位,新石器时代,"108.327546,22.815478"
5-125,高家镇遗址,第五批,古遗址,重庆市丰都县,文物保护单位,旧石器时代,"107.854027,30.008490"
5-126,罗家坝遗址,第五批,古遗址,四川省宣汉县,文物保护单位,新石器时代至东汉,"107.957520,31.357805"
5-127,成都平原史前城址,第五批,古遗址,四川省新津县、郫县、温江县、都江堰市、崇州市,文物保护单位,新石器时代,"103.752929,30.447785"
5-128,十二桥遗址,第五批,古遗址,四川省成都市,文物保护单位,商至西周,"104.041105,30.666131"
5-129,汉庄城址,第五批,古遗址,云南省保山市,文物保护单位,汉,"99.180993,25.070813"
5-130,黔西观音洞遗址,第五批,古遗址,贵州省黔西县,文物保护单位,旧石器时代,"106.037614,27.029124"
5-131,可乐遗址,第五批,古遗址,贵州省赫章县,文物保护单位,战国至汉,"104.393652,27.241095"
5-132,拉加里王宫遗址,第五批,古遗址,西藏自治区曲松县,文物保护单位,13世纪至18世纪,"92.195820,29.062931"
5-133,甜水沟遗址,第五批,古遗址,陕西省大荔县,文物保护单位,旧石器时代,"109.941658,34.797184"
5-134,花石浪遗址,第五批,古遗址,陕西省洛南县,文物保护单位,旧石器时代,"110.162914,34.124955"
5-135,元君庙－－泉护村遗址,第五批,古遗址,陕西省华县,文物保护单位,新石器时代,"109.863266,34.537541"
5-136,康家遗址,第五批,古遗址,陕西省西安市,文物保护单位,新石器时代,"109.377869,34.584489"
5-137,老牛坡遗址,第五批,古遗址,陕西省西安市,文物保护单位,新石器时代至商,"109.141081,34.256749"
5-138,栎阳城遗址,第五批,古遗址,陕西省西安市,文物保护单位,战国至汉,"109.213907,34.584185"
5-139,京师仓遗址,第五批,古遗址,陕西省华阴市,文物保护单位,西汉,"110.173324,34.623901"
5-140,良周遗址,第五批,古遗址,陕西省澄城县,文物保护单位,秦、汉,"109.888577,35.371595"
5-141,东渭桥遗址,第五批,古遗址,陕西省高陵县,文物保护单位,唐,"108.848219,34.286844"
5-142,玉华宫遗址,第五批,古遗址,陕西省铜川市,文物保护单位,唐,"108.945233,34.896756"
5-143,南佐遗址,第五批,古遗址,甘肃省西峰市,文物保护单位,新石器时代,"107.604776,35.686143"
5-144,大堡子山遗址及墓群,第五批,古遗址,甘肃省礼县,文物保护单位,西周至春秋,"105.285266,34.217164"
5-145,黑水国遗址,第五批,古遗址,甘肃省张掖市,文物保护单位,汉至魏、晋,"100.339277,39.032176"
5-146,悬泉置遗址,第五批,古遗址,甘肃省敦煌市,文物保护单位,汉至魏、晋,"94.768278,40.159528"
5-147,许三湾城及墓群,第五批,古遗址,甘肃省高台县,文物保护单位,汉至唐,"99.496610,39.343014"
5-148,白塔寺遗址,第五批,古遗址,甘肃省武威市,文物保护单位,元,"102.742019,37.766223"
5-149,喇家遗址,第五批,古遗址,青海省民和回族土族自治县,文物保护单位,新石器时代,"102.812090,35.861214"
5-150,塔温搭里哈遗址,第五批,古遗址,青海省都兰县,文物保护单位,青铜时代,"98.095844,36.302496"
5-151,开城遗址,第五批,古遗址,宁夏回族自治区固原县,文物保护单位,元,"106.258754,38.471317"
5-152,奴拉赛铜矿遗址,第五批,古遗址,新疆维吾尔自治区尼勒克县,文物保护单位,青铜时代,"82.511810,43.800247"
5-153,圆沙古城,第五批,古遗址,新疆维吾尔自治区于田县,文物保护单位,汉,"81.677418,36.857081"
5-154,克孜尔尕哈烽燧,第五批,古遗址,新疆维吾尔自治区库车县,文物保护单位,汉,"82.903044,41.792610"
5-155,孔雀河烽燧群,第五批,古遗址,新疆维吾尔自治区尉犁县,文物保护单位,汉至晋,"86.385459,41.290213"
5-156,罗布泊南古城遗址,第五批,古遗址,新疆维吾尔自治区若羌县,文物保护单位,汉至晋,"90.271650,40.248899"
5-157,莫尔寺遗址,第五批,古遗址,新疆维吾尔自治区疏附县,文物保护单位,汉至唐,"75.862814,39.375044"
5-158,托库孜萨来遗址,第五批,古遗址,新疆维吾尔自治区巴楚县,文物保护单位,汉至唐,"78.549297,39.785155"
5-159,米兰遗址,第五批,古遗址,新疆维吾尔自治区若羌县,文物保护单位,汉至唐,"88.936696,39.233657"
5-160,安迪尔古城遗址,第五批,古遗址,新疆维吾尔自治区民丰县,文物保护单位,汉至唐,"83.646543,37.962508"
5-161,石头城遗址,第五批,古遗址,新疆维吾尔自治区塔什库尔干塔吉克自治县,文物保护单位,晋至清,"75.235342,37.780574"
5-162,七个星佛寺遗址,第五批,古遗址,新疆维吾尔自治区焉耆回族自治县,文物保护单位,晋至宋,"86.335857,41.943826"
5-163,热瓦克佛寺遗址,第五批,古遗址,新疆维吾尔自治区洛浦县,文物保护单位,南北朝,"80.161405,37.349320"
5-164,白杨沟佛寺遗址,第五批,古遗址,新疆维吾尔自治区哈密市,文物保护单位,唐,"92.862750,43.054917"
5-165,大河古城,第五批,古遗址,新疆维吾尔自治区巴里坤哈萨克自治县,文物保护单位,唐,"93.107500,43.713127"
5-166,乌拉泊古城,第五批,古遗址,新疆维吾尔自治区乌鲁木齐县,文物保护单位,唐至元,"87.686849,43.574912"
